"Stock","Client Name","Client Category","Action*","Reported To/By Exchange","Quantity","Post Transaction Holding","Traded %","Avg. Price","Value","Period","Regulation (Insider/SAST)","Security Type","Mode"
"Skipper","Ventex Trade Pvt Ltd & PACs","Promoter","Acquisition","2026-08-11","424627","6156896","0.38","","-","29 Jun 2026  29 Jun 2026","SAST (29(2))","-","Inter-se Transfer"
"Sudeep Pharma","Nuvama Crossover Opportunities Fund Series III & Others","Other","Acquisition","2026-08-11","9451295","9451295","8.40","","-","09 Jul 2024  27 Nov 2025","SAST (29(2))","-","Pref. Allotment"
"Sterlite Tech","Motilal Oswal Midcap Fund & Others","Other","Acquisition","2026-08-11","4716484","27919202","0.96","","-","01 Jul 2026  01 Jul 2026","SAST (29(1))","-","Market"
"JSW Steel","JSW Steel Employees Welfare Trust – OPJ ESOP Plan 2021 A/c","Other","Disposal","2026-08-11","117","4456225","0.00","1289.9","150,922","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Sale"
"JSW Steel","JSW Steel Employees Welfare Trust – JSWSL OPJ Samruddhi Plan 2021 A/c","Other","Disposal","2026-08-11","743","4455482","0.00","1289.8","958,295","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Sale"
"Disha Resources","Satyanarayan Jagannath Kabra","Promoter","Disposal","2026-08-11","194615","0
                
                
                    (0%)","2.66","24.7","4,813,142","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Sale"
"Disha Resources","Satyanarayan Jagannath Kabra","Promoter","Disposal","2026-08-11","36000","194615","0.49","26.0","937,110","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"JSW Steel","JSW Steel Employees Welfare Trust – OPJ ESOP Plan 2021 A/c","Other","Disposal","2026-08-11","199","4456342","0.00","1317","262,083","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"Moongipa Cap Fin","Suresh Chander Jain and Sons HUF","Promoter Group","Acquisition","2026-08-11","50000","492425","0.55","16","800,000","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Purchase"
"Wheels","TRICHUR SUNDARAM SANTHANAM & FAMILY PRIVATE LIMITED","Promoter","Disposal","2026-08-11","256547","7037967","1.05","1518.6","389,597,405","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Off Market"
"Wheels","TSF Investments Limited","Promoter","Acquisition","2026-08-11","256547","6109914","1.05","1518.6","389,597,405","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Off Market"
"Rajesh Power Services","Kurang Ramachandra Panchal","Promoter and Director","Acquisition","2026-08-11","4000","2713503","0.02","855","3,420,000","08 Aug 2026  08 Aug 2026","Insider Trading","Equity","Market Purchase"
"Rajesh Power Services","Bhavnaben Rajendrabhai Patel","Promoter Group","Acquisition","2026-08-11","4000","177565","0.02","858.0","3,431,935","08 Aug 2026  08 Aug 2026","Insider Trading","Equity","Market Purchase"
"Thangamayil Jewellery","THANGAMAYIL GOLD AND DIAMOND PRIVATE LIMITED","Promoter Group","Acquisition","2026-08-11","4250","1706363","0.01","5270.3","22,398,800","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Purchase"
"Thangamayil Jewellery","BALUSAMY SILVEARS JEWELLERY PRIVATE LIMITED","Promoter Group","Acquisition","2026-08-11","1330","548166","0.00","5249.9","6,982,391","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Purchase"
"Shankara Building ","Rajasthan Global Securities Pvt Ltd","Other","Disposal","2026-08-11","952819","1027326","3.93","","-","01 Jul 2026  01 Jul 2026","SAST (29(2))","-","Market"
"Shankara Building ","The Ballygunge Family Trust","Promoter","Acquisition","2026-08-11","1002497","2265806","4.13","","-","30 Jun 2026  30 Jun 2026","SAST (29(2))","-","Market"
"Shardul Securities","Shriyam Commodities Intermediary LLP","Promoter","Acquisition","2026-08-11","18320010","22980010","20.94","","-","16 Jul 2026  16 Jul 2026","SAST (29(2))","-","Inter-se Transfer"
"Siyaram Silk Mills","Ashok Jalan","Other","Acquisition","2026-08-11","6924","22644","0.02","","-","30 Jun 2026  30 Jun 2026","SAST (29(2))","-","Off Market / Inter se transfer"
"Shardul Securities","Shriyam Commodities Intermediary LLP","Other","Acquisition","2026-08-11","18320010","-","20.94","","-","13 Jul 2026  13 Jul 2026","SAST (10(6))","-","-"
"Shankara Building ","Rajasthan Global Securities Pvt Ltd","Other","Acquisition","2026-08-11","200000","2828000","0.82","","-","30 Jul 2026  30 Jul 2026","SAST (29(1))","-","Market"
"Shardul Securities","Shriyam Commodities Intermediary LLP","Promoter","Acquisition","2026-08-11","18320010","-","20.94","","-","13 Jul 2026  13 Jul 2026","SAST (10(5))","-","None"
"Shoppers Stop","HDFC Mutual Fund","Other","Acquisition","2026-08-11","2233415","10453040","2.03","","-","27 Jul 2026  27 Jul 2026","SAST (29(2))","-","Market"
"Sharp Investments","Synosy Automotive Pvt Ltd","Promoter","Disposal","2026-08-11","714055","9319215","0.30","","-","20 Jul 2026  20 Jul 2026","SAST (29(2))","-","Market"
"Shriram Properties","Murali Malayappan","Promoter","Acquisition","2026-08-11","403402","1720345","5.91","","-","07 Jul 2026  07 Jul 2026","SAST (29(2))","-","Inter-se Transfer"
"Sharp Investments","Caravan Vyapaar Pvt Ltd","Promoter","Disposal","2026-08-11","474609","1060770","0.20","","-","29 Jul 2026  29 Jul 2026","SAST (29(2))","-","Market"
"Shree Ganesh Elastoplast","Pauravi Mihir Shah & Others","Other","Acquisition","2026-08-11","18000","943786","0.32","","-","25 Jun 2026  25 Jun 2026","SAST (29(2))","-","Market"
"Sharp Investments","Caravan Vyapaar Pvt Ltd","Promoter","Disposal","2026-08-11","360000","1535379","0.15","","-","24 Jul 2026  24 Jul 2026","SAST (29(2))","-","Market"
"Shardul Securities","Pradeep Sandeep Corporate Advisors LLP & Others","Promoter","Disposal","2026-08-11","18320010","-","20.94","","-","16 Jul 2026  16 Jul 2026","SAST (29(2))","-","Off Market / Inter se transfer"
"Shankara Building ","Devarajulu Sethyamoorthi","Other","Disposal","2026-08-11","500000","1000000","2.06","","-","29 Jul 2026  29 Jul 2026","SAST (29(2))","-","Market"
"Sharp Investments","Caravan Vyapaar Pvt Ltd","Promoter","Disposal","2026-08-11","1400000","9818000","0.58","","-","23 Jul 2026  23 Jul 2026","SAST (29(2))","-","Market"
"Shankara Building ","Rajasthan Global Securities Pvt Ltd","Other","Acquisition","2026-08-11","99527","2206058","0.41","","-","22 Jul 2026  22 Jul 2026","SAST (29(1))","-","Market"
"Shriram Properties","Shriram Group Executives Welfare Trust","Promoter","Disposal","2026-08-11","403402","-","5.91","","-","07 Jul 2026  07 Jul 2026","SAST (29(2))","-","Inter-se Transfer"
"Shankara Building ","Rajasthan Global Securities Pvt Ltd","Other","Acquisition","2026-08-11","215721","1665275","0.89","","-","08 Jul 2026  08 Jul 2026","SAST (29(1))","-","Market"
"Avonmore Capital","INNOVATIVE MONEY MATTERS PRIVATE LIMITED","Promoter","Acquisition","2026-08-11","300000","93804900","0.11","11.3","3,386,121","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Purchase"
"Ganon Products","Kamla Business Ventures Private Limited","Promoter","Disposal","2026-08-10","50000","787969","0.54","8","400,000","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"Kirloskar Ferrous ","Inturi Chandrasekhar","Employee","Acquisition","2026-08-10","9000","108774","0.01","157","1,413,000","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","ESOS"
"Shadowfax Technologies","Eight Roads Investments Mauritius II Ltd","Other","Disposal","2026-08-10","47076972","8495460","8.05","","-","24 Jul 2026  24 Jul 2026","SAST (29(2))","-","Market"
"Sabrimala Industries","Vivek Raheja & PACs","Other","Disposal","2026-08-10","209000","855026","2.40","","-","25 Oct 2024  16 Feb 2026","SAST (29(2))","-","Off Market Transfer"
"RR Metalmakers","Somabhai Virdas Patel","Other","Disposal","2026-08-10","15000","14566","0.16","","-","21 Jul 2026  21 Jul 2026","SAST (29(2))","-","Market"
"Sancode Technologies","Khushboo Jain & PACs","Promoter","Acquisition","2026-08-10","1279639","3396965","-","","-","16 May 2026  16 Jul 2026","SAST (29(2))","-","Allotment"
"Shah Metacorp","Mona Viral Shah","Promoter","Acquisition","2026-08-10","31628600","138248448","2.03","","-","30 Jun 2026  30 Jun 2026","SAST (29(2))","-","Rights Issue"
"Sayaji Hotels Indore","Kayum Razak Dhanani","Promoter","Disposal","2026-08-10","43031","-","1.41","","-","30 Jun 2026  30 Jun 2026","SAST (29(2))","-","Market"
"Shadowfax Technologies","Flipkart Internet Pvt Ltd","Other","Disposal","2026-08-10","33738852","8904668","5.77","","-","24 Jul 2026  24 Jul 2026","SAST (29(2))","-","Market"
"RR Metalmakers","Mukesh Patel","Other","Disposal","2026-08-10","50100","-","0.55","","-","06 Jul 2026  06 Jul 2026","SAST (29(2))","-","Market"
"RR Metalmakers","Manilal Virabhai Patel","Other","Disposal","2026-08-10","6800","-","0.07","","-","22 Jul 2026  22 Jul 2026","SAST (29(2))","-","Market"
"Sancode Technologies","Khushboo Jain & PACs","Promoter","Acquisition","2026-08-10","785195","4182160","10.53","","-","24 Jul 2026  24 Jul 2026","SAST (29(2))","-","Allotment"
"RR Metalmakers","Shantaben Patel","Other","Disposal","2026-08-10","12455","-","0.13","","-","06 Jul 2026  06 Jul 2026","SAST (29(2))","-","Market"
"Shadowfax Technologies","ICICI Prudential Mutual Fund","Other","Acquisition","2026-08-10","20322019","50095324","3.41","","-","18 Feb 2026  24 Jul 2026","SAST (29(2))","-","Market"
"Sabrimala Industries","Vivek Raheja & PAC","Other","Disposal","2026-08-10","290778","564248","3.34","","-","07 Jul 2026  08 Jul 2026","SAST (29(2))","-","Market"
"Sancode Technologies","Trinity Gate LLC","Other","Acquisition","2026-08-10","1490387","1490387","19.99","","-","24 Jul 2026  24 Jul 2026","SAST (29(1))","-","Allotment"
"Shah Metacorp","Mona Viral Shah","Promoter","Acquisition","2026-08-10","10000000","148248448","0.87","","-","16 Jul 2026  16 Jul 2026","SAST (29(2))","-","Conv. of Warrants"
"Sancode Technologies","Trinity Gate LLC","Other","Acquisition","2026-08-10","1490387","1490387","19.99","","-","24 Jul 2026  24 Jul 2026","SAST (29(1))","-","Allotment"
"ICRA","K.Ravichandran","Designated Person","Acquisition","2026-08-10","400","852","0.00","5137","2,054,800","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","ESOP"
"JSW Energy","JSW Energy Employees Welfare Trust","Trust","Disposal","2026-08-10","1351","1013713","0.00","566.9","765,846","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"Swashthik Plascon","MAHENDRA KUMAR P","Promoter and Director","Acquisition","2026-08-10","64000","822178","0.33","22.1","1,414,400","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Purchase"
"Dr. Lal Pathlabs","Anupa Dixit","Designated Person","Disposal","2026-08-10","1370","2680","0.00","1908.9","2,615,175","03 Aug 2026  03 Aug 2026","Insider Trading","Equity","Market Sale"
"TruAlt Bioenergy","NIRANI HOLDINGS PRIVATE LIMITED","Promoter Group","Acquisition","2026-08-10","57801","1394936","0.07","478.2","27,638,126","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Purchase"
"Swashthik Plascon","MAHENDRA KUMAR P","Promoter and Director","Acquisition","2026-08-10","24000","846178","0.12","22.1","529,200","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Purchase"
"JSW Energy","JSW Energy Employees Welfare Trust","Trust","Disposal","2026-08-10","776","1012937","0.00","563.8","437,503","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"Divi's Laboratories","Donepudi Venkata Sohini (Revised)","Immediate Relative","Acquisition","2026-08-10","351","761","0.00","6698.6","2,351,193","23 Jun 2026  29 Jun 2026","Insider Trading","Equity","Market Purchase"
"Dr. Lal Pathlabs","Jai Prakash Meena","Designated Person","Disposal","2026-08-10","6900","2000","0.00","1942.8","13,405,055","07 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Sale"
"JSW Energy","JSW Energy Employees Welfare Trust","Trust","Disposal","2026-08-10","4097","1008840","0.00","565.1","2,315,366","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Sale"
"Berger Paints","Ranjit Chakravorty","Designated Person","Disposal","2026-08-10","235","300","0.00","541.4","127,230","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Sale"
"Three M Paper Boards","RUSHABH HITENDRA SHAH","Promoter and Director","Acquisition","2026-08-10","2000","1471000","0.01","25.5","51,000","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Purchase"
"RPP Infra Projects","P Arul Sundaram","Promoter and Director","Disposal","2026-08-10","1015000","6664837","2.05","58.9","59,824,100","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"RPP Infra Projects","P Arul Sundaram","Promoter and Director","Disposal","2026-08-10","697000","5967837","1.41","57.2","39,896,280","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Sale"
"Life Insurance Corp","President of India acting through and represented by Minstry of Finance","Promoter","Disposal","2026-08-10","822333558","11384912004","6.50","383.7","315,523,400,000","04 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"Avenue Supermarts","Sridhar Bankuru","Designated Person","Disposal","2026-08-10","1000","7000","0.00","3939.9","3,939,850","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"Avenue Supermarts","Swati Tushar Dahibawakar","Designated Person","Disposal","2026-08-10","700","11096","0.00","3924.3","2,746,980","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Sale"
"Bluestone Jewellery","Jayesh Saraf","Designated Person","Disposal","2026-08-10","1100","1353","0.00","832.1","915,255","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Sale"
"Avenue Supermarts","Sridhar Bankuru","Designated Person","Disposal","2026-08-10","800","6200","0.00","3957.5","3,166,000","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Sale"
"Indokem","Emerald Capital Services Pvt. Ltd.","Promoter Group","Disposal","2026-08-10","500","388420","0.00","665.0","332,475","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Sale"
"Indokem","Prism Plantations Pvt Ltd","Promoter Group","Disposal","2026-08-10","1000","6579","0.00","675.5","675,470","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Sale"
"Ceat","Employee Welfare Trust","Trust","Acquisition","2026-08-10","16000","124572","0.04","3741.1","59,857,211","05 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"Happy Forgings","MANGESH SHANTARAM PURANDARE","Designated Person","Disposal","2026-08-10","1261","300","0.00","1924.7","2,426,997","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Sale"
"Smiths & Founders","Sathish Shastry","Designated Person","Disposal","2026-08-10","86446","16731554","0.08","14.6","1,265,289","03 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Sale"
"Smiths & Founders","Sachin Shastry","Designated Person","Disposal","2026-08-10","69000","12227397","0.07","14.5","1,002,570","31 Jul 2026  07 Aug 2026","Insider Trading","Equity","Market Sale"
"Smiths & Founders","Supriya Shastry","Designated Person","Disposal","2026-08-10","85000","18244615","0.08","14.6","1,240,353","03 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Sale"
"Smiths & Founders","Umesh Shivarama Shastry","Designated Person","Disposal","2026-08-10","93023","7062722","0.09","14.7","1,363,344","31 Jul 2026  07 Aug 2026","Insider Trading","Equity","Market Sale"
"3B Films","HARSHABEN MUKESHBHAI BABARIYA","Promoter Group","Disposal","2026-08-10","141000","659000","0.50","15.9","2,237,820","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"3B Films","Dishank Nitin Babariya","Promoter and Director","Disposal","2026-08-10","102000","782370","0.36","15.7","1,599,360","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"Royal Orchid Hotels","Ricky Kirpalani & PACs","Other","Acquisition","2026-08-10","1378457","1378457","5.03","","-","04 Sep 2023  20 Jul 2026","SAST (29(2))","-","Market"
"RR Metalmakers","Sureshbhai Patel","Other","Disposal","2026-08-10","3100","-","0.03","","-","02 Jun 2026  02 Jun 2026","SAST (29(2))","-","Market"
"Rose Merc.","Harshee Anil Haria","Other","Acquisition","2026-08-10","288500","370498","3.98","","-","20 Jun 2026  20 Jul 2026","SAST (29(1))","-","ESOP"
"Rose Merc.","CapitalSquare Finance Pvt Ltd","Other","Acquisition","2026-08-10","166600","666601","2.67","","-","22 Jul 2026  22 Jul 2026","SAST (29(2))","-","Off Market"
"Rose Merc.","Capital Square Finance Pvt Ltd","Other","Acquisition","2026-08-10","166667","500001","2.67","","-","22 Jul 2026  22 Jul 2026","SAST (29(2))","-","Off Market"
"RR Metalmakers","Vishnubhai V Patel","Other","Disposal","2026-08-10","9500","-","0.11","","-","02 Jun 2026  02 Jun 2026","SAST (29(2))","-","Market"
"RR Metalmakers","Shantaben Sureshbhai Patel","Other","Disposal","2026-08-10","37545","12455","0.41","","-","02 Jul 2026  03 Jul 2026","SAST (29(2))","-","Market"
"Info Edge","Info Edge Employees Stock Option Plan Trust","Trust","Disposal","2026-08-10","9537","477710","0.00","2","19,074","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","ESOP"
"Chembond Chemicals","MAMTA N SHAH","Promoter Group","Acquisition","2026-08-09","20500","207100","0.08","230","4,715,000","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"Chembond Chemicals","NIRMAL V SHAH","Promoter and Director","Acquisition","2026-08-09","10000","7006413","0.04","230","2,300,000","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"Kaiser Corporation","Prit Hi –Power Private Limited","Promoter","Disposal","2026-08-08","1188667","1787430","2.26","6.1","7,271,677","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Sale"
